295000,4 x 4,essence,19,automatique,noir,X5 ,14,BMW,49900.0
183000,berline,essence,11,automatique,blanc,CLASSE E ,11,MERCEDES-BENZ,69900.0
193000,berline,essence,9,automatique,gris argent,CLASSE C ,12,MERCEDES-BENZ,48000.0
172000,citadine,essence,5,manuelle,blanc,GOLF 7 ,8,VOLKSWAGEN,44900.0
26000,citadine,essence,15,automatique,noir,MACAN ,3,PORSCHE,295000.0
81000,citadine,essence,11,manuelle,blanc,JUKE ,8,NISSAN,59000.0
57000,citadine,essence,4,manuelle,gris argent,GRANDE PUNTO ,3,FIAT,31900.0
98000,pick up,diesel,8,manuelle,blanc,D-MAX ,3,ISUZU,57000.0
51000,citadine,essence,4,manuelle,noir,C3 ,3,CITROEN,38000.0
111000,citadine,essence,5,manuelle,noir,GOLF 6 ,9,VOLKSWAGEN,42000.0
65000,citadine,essence,6,manuelle,blanc,C-HR ,3,TOYOTA,67000.0
96000,berline,essence,6,manuelle,noir, ,4,MG,36000.0
142000,berline,essence,9,automatique,blanc,CLASSE C ,11,MERCEDES-BENZ,52500.0
51000,citadine,essence,5,manuelle,noir,RIO ,2,KIA,47000.0
1000,citadine,essence,11,manuelle,gris argent,TT ,20,AUDI,19500.0
68000,berline,essence,11,automatique,noir,CLASSE E ,7,MERCEDES-BENZ,135000.0
151000,citadine,essence,13,automatique,blanc,Q5 ,12,AUDI,55000.0
141000,coupE,essence,13,automatique,blanc,A5 ,12,AUDI,44000.0
225000,berline,essence,13,automatique,blanc,300C ,13,CHRYSLER,29500.0
32000,berline,essence,8,automatique,noir,CLA ,8,MERCEDES-BENZ,105000.0
44000,citadine,essence,6,automatique,gris argent,GOLF 7 ,1,VOLKSWAGEN,85000.0
350000,citadine,essence,7,manuelle,noir,LAGUNA ,19,RENAULT,16500.0
103000,berline,essence,7,automatique,noir,OCTAVIA ,6,SKODA,49000.0
32000,4 x 4,essence,9,automatique,blanc,H6 ,2,HAVAL,92000.0
146000,berline,essence,5,manuelle,beige,YARIS ,7,TOYOTA,33000.0
380000,pick up,diesel,12,manuelle,blanc,D-MAX ,9,ISUZU,58000.0
101000,citadine,essence,5,manuelle,noir,GRAND I10 ,4,HYUNDAI,31000.0
186000,citadine,essence,17,automatique,gris argent,CX-7 ,11,MAZDA,32000.0
134000,berline,essence,5,manuelle,gris anthracite,RIO ,4,KIA,36000.0
127000,autres,diesel,5,manuelle,marron,A3 ,7,AUDI,71000.0
96000,berline,essence,12,automatique,rouge,XE ,5,JAGUAR,150000.0
214000,citadine,diesel,6,manuelle,blanc,AGE ,6,KIA,69000.0
60000,berline,essence,10,automatique,blanc,SERIE 5 ,3,BMW,205000.0
180000,coupE,essence,7,automatique,noir,SERIE 1 ,11,BMW,40000.0
165000,4 x 4,essence,19,automatique,gris shark,CAYENNE ,16,PORSCHE,57000.0
